CROPS,TYPE_OF_CROP,SOIL,SEASON,SOWN,HARVESTED,WATER_SOURCE,SOIL_PH,SOIL_PH_HIGH,CROPDURATION,CROPDURATION_MAX,TEMP,MAX_TEMP,WATERREQUIRED,WATERREQUIRED_MAX,RELATIVE_HUMIDITY,RELATIVE_HUMIDITY_MAX,N,N_MAX,P,P_MAX,K,K_MAX
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,6.7,8.5,122.4,160,25.5,26,500.0,500,94.3,100,60.0,80,31.4,40,27.5,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,5.6,8.5,130.4,160,22.7,26,500.0,500,96.4,100,40.9,80,27.0,40,29.8,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,5.1,8.5,159.6,160,24.9,26,500.0,500,99.8,100,74.9,80,36.7,40,27.4,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,5.3,8.5,120.8,160,24.5,26,500.0,500,95.2,100,68.4,80,39.0,40,20.5,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,8.4,8.5,144.6,160,25.5,26,500.0,500,84.9,100,47.5,80,25.6,40,27.4,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,5.9,8.5,126.4,160,24.1,26,500.0,500,87.1,100,59.2,80,35.9,40,23.8,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,6.8,8.5,128.5,160,24.7,26,500.0,500,97.8,100,76.6,80,31.3,40,39.5,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,6.0,8.5,122.1,160,24.2,26,500.0,500,82.4,100,79.9,80,21.3,40,26.3,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,5.4,8.5,136.0,160,22.8,26,500.0,500,89.8,100,44.8,80,28.0,40,34.0,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,5.6,8.5,120.5,160,23.3,26,500.0,500,96.7,100,52.8,80,38.4,40,22.3,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,6.3,8.5,127.8,160,24.0,26,500.0,500,85.5,100,52.4,80,27.6,40,28.9,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,7.1,8.5,130.1,160,24.0,26,500.0,500,84.2,100,62.4,80,33.8,40,36.9,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,6.8,8.5,149.3,160,22.7,26,500.0,500,87.1,100,54.1,80,25.9,40,22.1,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,5.4,8.5,153.1,160,25.2,26,500.0,500,88.9,100,65.3,80,30.8,40,35.8,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,6.8,8.5,154.1,160,25.6,26,500.0,500,86.0,100,74.1,80,34.0,40,21.2,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,7.3,8.5,159.0,160,25.0,26,500.0,500,82.9,100,72.7,80,38.9,40,20.6,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,6.2,8.5,146.7,160,24.9,26,500.0,500,90.9,100,77.5,80,20.3,40,22.1,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,6.9,8.5,139.9,160,24.3,26,500.0,500,80.9,100,65.3,80,25.7,40,32.8,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,7.9,8.5,130.0,160,22.8,26,500.0,500,97.4,100,65.5,80,27.6,40,38.5,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,8.4,8.5,137.4,160,23.3,26,500.0,500,99.7,100,56.1,80,30.8,40,27.6,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,7.8,8.5,154.1,160,25.3,26,500.0,500,99.1,100,43.9,80,35.6,40,38.6,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,8.1,8.5,158.3,160,25.1,26,500.0,500,99.5,100,46.4,80,28.7,40,22.2,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,7.8,8.5,138.2,160,22.1,26,500.0,500,98.5,100,72.9,80,21.2,40,33.0,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,5.6,8.5,121.9,160,22.8,26,500.0,500,96.8,100,47.5,80,32.0,40,39.7,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,5.5,8.5,128.1,160,22.4,26,500.0,500,93.0,100,72.9,80,21.8,40,22.5,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,7.0,8.5,150.1,160,23.6,26,500.0,500,84.5,100,50.0,80,24.5,40,29.7,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,5.4,8.5,142.2,160,22.3,26,500.0,500,87.3,100,78.3,80,27.0,40,24.0,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,6.9,8.5,151.6,160,22.8,26,500.0,500,94.1,100,45.5,80,25.7,40,40.0,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,8.3,8.5,136.3,160,24.2,26,500.0,500,80.7,100,45.5,80,21.6,40,38.2,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,7.6,8.5,124.8,160,23.5,26,500.0,500,92.6,100,57.2,80,22.5,40,26.9,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,5.8,8.5,141.3,160,22.6,26,500.0,500,95.2,100,69.2,80,24.0,40,28.5,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,7.2,8.5,159.5,160,22.2,26,500.0,500,89.8,100,64.0,80,26.7,40,27.7,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,5.5,8.5,147.7,160,23.6,26,500.0,500,90.7,100,40.9,80,22.5,40,25.4,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,5.1,8.5,126.3,160,25.8,26,500.0,500,90.5,100,54.9,80,21.4,40,38.1,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,7.4,8.5,153.8,160,25.8,26,500.0,500,90.4,100,72.5,80,29.2,40,24.3,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,5.5,8.5,142.4,160,22.6,26,500.0,500,89.8,100,78.9,80,26.2,40,25.1,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,5.5,8.5,148.3,160,23.3,26,500.0,500,83.6,100,53.6,80,31.9,40,21.9,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,8.0,8.5,140.6,160,22.3,26,500.0,500,85.2,100,63.1,80,29.0,40,29.3,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,5.7,8.5,146.4,160,22.2,26,500.0,500,88.3,100,62.1,80,20.6,40,24.8,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,5.1,8.5,156.8,160,24.5,26,500.0,500,97.0,100,52.5,80,28.8,40,34.0,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,8.0,8.5,141.5,160,22.8,26,500.0,500,85.5,100,72.2,80,29.2,40,27.0,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,5.5,8.5,130.3,160,22.9,26,500.0,500,88.8,100,62.9,80,28.0,40,31.3,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,8.3,8.5,150.1,160,25.9,26,500.0,500,85.5,100,75.3,80,26.8,40,35.0,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,5.5,8.5,148.3,160,24.2,26,500.0,500,89.6,100,65.0,80,29.5,40,34.5,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,8.0,8.5,134.4,160,23.6,26,500.0,500,87.2,100,50.1,80,26.4,40,21.9,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,5.1,8.5,159.7,160,23.4,26,500.0,500,87.2,100,71.2,80,29.5,40,25.9,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,8.2,8.5,154.8,160,22.6,26,500.0,500,83.7,100,47.0,80,23.8,40,37.4,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,7.7,8.5,139.2,160,23.5,26,500.0,500,89.2,100,77.4,80,24.8,40,24.4,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,6.8,8.5,154.8,160,23.8,26,500.0,500,90.0,100,48.5,80,28.8,40,25.5,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,6.9,8.5,140.2,160,25.9,26,500.0,500,92.6,100,63.7,80,20.6,40,25.9,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,7.6,8.5,138.9,160,22.7,26,500.0,500,85.5,100,47.6,80,26.1,40,25.8,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,5.1,8.5,140.2,160,22.8,26,500.0,500,100.0,100,68.2,80,21.2,40,30.5,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,6.2,8.5,149.3,160,23.6,26,500.0,500,84.5,100,53.7,80,37.3,40,21.9,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,5.5,8.5,127.5,160,22.7,26,500.0,500,90.2,100,53.0,80,20.7,40,34.0,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,7.4,8.5,134.1,160,25.0,26,500.0,500,95.9,100,59.9,80,39.8,40,32.3,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,7.7,8.5,129.7,160,24.7,26,500.0,500,89.6,100,43.8,80,34.8,40,26.5,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,5.8,8.5,136.1,160,24.3,26,500.0,500,96.0,100,54.9,80,39.5,40,23.4,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,6.1,8.5,124.6,160,25.4,26,500.0,500,93.5,100,56.0,80,38.0,40,31.8,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,5.9,8.5,159.3,160,23.5,26,500.0,500,92.7,100,51.3,80,31.0,40,22.4,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,6.3,8.5,124.9,160,24.3,26,500.0,500,99.4,100,46.3,80,21.3,40,21.5,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,6.4,8.5,123.3,160,23.6,26,500.0,500,86.2,100,43.8,80,21.2,40,36.1,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,7.6,8.5,130.8,160,22.2,26,500.0,500,80.1,100,62.2,80,22.3,40,38.9,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,5.4,8.5,154.0,160,25.4,26,500.0,500,90.5,100,75.4,80,24.2,40,21.6,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,8.4,8.5,145.6,160,22.8,26,500.0,500,87.8,100,67.4,80,23.4,40,25.4,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,7.3,8.5,135.7,160,25.1,26,500.0,500,97.1,100,60.0,80,37.0,40,38.0,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,5.6,8.5,121.6,160,25.7,26,500.0,500,94.3,100,77.6,80,38.2,40,31.0,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,6.7,8.5,154.6,160,23.2,26,500.0,500,92.8,100,61.5,80,23.7,40,36.4,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,6.8,8.5,149.1,160,24.2,26,500.0,500,94.1,100,50.5,80,28.0,40,36.3,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,8.1,8.5,122.3,160,23.1,26,500.0,500,84.2,100,51.4,80,20.1,40,23.1,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,6.6,8.5,125.6,160,25.8,26,500.0,500,98.2,100,79.1,80,36.0,40,25.2,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,6.8,8.5,130.7,160,24.8,26,500.0,500,98.7,100,75.9,80,24.0,40,37.8,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,5.9,8.5,133.2,160,24.7,26,500.0,500,99.6,100,50.2,80,22.1,40,38.5,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,7.1,8.5,152.4,160,22.9,26,500.0,500,88.0,100,78.0,80,26.3,40,38.7,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,7.6,8.5,120.1,160,25.8,26,500.0,500,98.3,100,74.8,80,26.3,40,33.5,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,6.1,8.5,151.0,160,23.2,26,500.0,500,90.6,100,54.3,80,25.8,40,24.7,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,5.3,8.5,139.5,160,25.9,26,500.0,500,98.9,100,53.6,80,24.0,40,39.8,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,5.7,8.5,145.2,160,24.7,26,500.0,500,85.8,100,51.8,80,22.7,40,39.0,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,6.4,8.5,153.4,160,23.8,26,500.0,500,90.5,100,74.1,80,29.2,40,22.5,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,6.2,8.5,157.8,160,24.7,26,500.0,500,84.2,100,46.3,80,31.6,40,38.4,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,8.5,8.5,124.2,160,24.7,26,500.0,500,99.0,100,47.9,80,39.2,40,36.1,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,7.0,8.5,131.0,160,22.2,26,500.0,500,97.5,100,41.9,80,35.7,40,26.4,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,7.6,8.5,148.0,160,22.9,26,500.0,500,98.0,100,76.6,80,23.8,40,27.2,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,8.1,8.5,128.1,160,25.5,26,500.0,500,87.1,100,61.7,80,39.2,40,37.7,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,8.3,8.5,144.0,160,24.4,26,500.0,500,82.6,100,80.0,80,39.1,40,33.9,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,7.6,8.5,134.1,160,23.4,26,500.0,500,81.4,100,71.7,80,39.1,40,21.3,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,8.0,8.5,158.9,160,22.4,26,500.0,500,82.6,100,41.9,80,25.6,40,24.6,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,6.0,8.5,130.5,160,22.7,26,500.0,500,84.2,100,78.5,80,32.9,40,20.9,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,5.1,8.5,123.1,160,24.7,26,500.0,500,92.4,100,74.0,80,33.2,40,26.5,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,5.1,8.5,125.6,160,22.4,26,500.0,500,88.7,100,69.3,80,21.7,40,25.5,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,6.1,8.5,121.9,160,24.1,26,500.0,500,88.2,100,43.3,80,34.7,40,25.0,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,6.7,8.5,155.4,160,24.6,26,500.0,500,95.5,100,43.8,80,25.0,40,34.6,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,6.9,8.5,122.8,160,26.0,26,500.0,500,91.1,100,63.6,80,24.0,40,21.2,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,6.5,8.5,154.9,160,25.8,26,500.0,500,92.3,100,48.2,80,33.3,40,28.2,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,5.5,8.5,135.1,160,23.5,26,500.0,500,92.5,100,67.9,80,28.0,40,37.6,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,7.1,8.5,129.7,160,23.6,26,500.0,500,87.1,100,68.1,80,29.9,40,36.3,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,5.1,8.5,130.0,160,23.3,26,500.0,500,85.4,100,74.1,80,35.0,40,27.4,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,7.2,8.5,156.9,160,24.0,26,500.0,500,97.1,100,49.8,80,25.4,40,32.6,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,6.2,8.5,142.2,160,25.4,26,500.0,500,95.5,100,52.5,80,31.9,40,24.6,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,6.4,8.5,127.3,160,24.1,26,500.0,500,97.4,100,78.0,80,38.4,40,21.7,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,6.7,8.5,131.4,160,24.0,26,500.0,500,90.9,100,73.8,80,26.3,40,22.0,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,7.7,8.5,155.2,160,23.8,26,500.0,500,80.2,100,64.7,80,32.8,40,26.7,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,6.8,8.5,142.7,160,24.5,26,500.0,500,93.0,100,66.1,80,27.1,40,37.3,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,5.9,8.5,124.2,160,25.7,26,500.0,500,82.0,100,78.3,80,26.9,40,35.5,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,8.4,8.5,127.2,160,24.1,26,500.0,500,87.7,100,70.0,80,40.0,40,31.3,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,8.1,8.5,159.0,160,24.9,26,500.0,500,97.0,100,63.8,80,26.5,40,29.7,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,7.3,8.5,149.7,160,25.6,26,500.0,500,95.6,100,53.0,80,28.6,40,26.3,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,8.0,8.5,150.6,160,24.4,26,500.0,500,87.4,100,60.8,80,35.0,40,25.6,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,6.2,8.5,152.7,160,23.1,26,500.0,500,80.1,100,43.2,80,37.4,40,38.4,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,7.4,8.5,153.3,160,24.6,26,500.0,500,91.7,100,42.3,80,28.6,40,22.2,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,5.1,8.5,138.4,160,24.9,26,500.0,500,96.8,100,55.7,80,27.0,40,33.5,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,6.5,8.5,124.4,160,25.0,26,500.0,500,97.4,100,44.5,80,36.9,40,34.2,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,8.4,8.5,126.9,160,25.2,26,500.0,500,98.4,100,47.5,80,35.0,40,29.5,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,8.4,8.5,156.0,160,23.9,26,500.0,500,83.2,100,73.5,80,29.0,40,28.7,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,5.5,8.5,127.4,160,22.5,26,500.0,500,87.7,100,76.2,80,24.3,40,28.8,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,7.0,8.5,146.1,160,23.1,26,500.0,500,88.1,100,70.3,80,32.3,40,24.9,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,5.9,8.5,137.2,160,24.6,26,500.0,500,99.6,100,77.6,80,21.6,40,24.5,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,7.5,8.5,138.2,160,24.3,26,500.0,500,87.2,100,53.1,80,30.0,40,21.8,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,5.6,8.5,155.7,160,23.4,26,500.0,500,86.7,100,54.4,80,27.9,40,37.1,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,6.6,8.5,136.4,160,25.2,26,500.0,500,97.9,100,76.8,80,33.5,40,32.6,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,6.0,8.5,151.7,160,22.6,26,500.0,500,82.5,100,57.8,80,27.7,40,39.9,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,5.0,8.5,139.8,160,22.5,26,500.0,500,84.7,100,54.6,80,30.5,40,31.0,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,6.9,8.5,150.4,160,22.9,26,500.0,500,95.3,100,56.6,80,22.0,40,39.5,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,6.1,8.5,149.0,160,23.5,26,500.0,500,82.3,100,41.4,80,31.7,40,23.4,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,5.8,8.5,159.9,160,23.2,26,500.0,500,85.7,100,58.1,80,33.2,40,38.6,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,7.2,8.5,136.6,160,25.7,26,500.0,500,86.8,100,61.5,80,22.3,40,32.2,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,7.9,8.5,134.6,160,23.0,26,500.0,500,95.5,100,47.0,80,22.9,40,20.7,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,7.5,8.5,138.0,160,23.0,26,500.0,500,87.0,100,78.5,80,20.8,40,36.2,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,7.3,8.5,125.8,160,25.6,26,500.0,500,82.7,100,69.1,80,27.9,40,21.1,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,6.2,8.5,140.5,160,22.2,26,500.0,500,83.4,100,64.8,80,30.7,40,32.7,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,7.5,8.5,145.4,160,23.7,26,500.0,500,85.6,100,57.2,80,39.2,40,21.5,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,7.5,8.5,137.1,160,22.9,26,500.0,500,89.4,100,64.2,80,30.1,40,25.4,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,5.9,8.5,157.9,160,23.4,26,500.0,500,98.1,100,46.0,80,32.8,40,31.8,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,8.1,8.5,159.3,160,22.5,26,500.0,500,90.2,100,73.9,80,39.4,40,32.7,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,5.0,8.5,157.0,160,22.9,26,500.0,500,85.7,100,57.2,80,29.7,40,30.9,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,7.5,8.5,155.5,160,23.3,26,500.0,500,83.2,100,72.6,80,39.3,40,37.5,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,8.4,8.5,133.6,160,25.2,26,500.0,500,85.6,100,60.8,80,28.3,40,29.6,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,8.5,8.5,140.3,160,25.3,26,500.0,500,91.7,100,71.7,80,27.3,40,34.4,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,5.4,8.5,137.9,160,24.5,26,500.0,500,90.7,100,53.7,80,29.4,40,38.0,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,7.1,8.5,158.9,160,25.5,26,500.0,500,92.7,100,70.3,80,24.5,40,21.6,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,7.9,8.5,158.8,160,25.4,26,500.0,500,82.6,100,56.4,80,26.1,40,36.6,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,7.1,8.5,145.1,160,26.0,26,500.0,500,91.1,100,65.6,80,34.1,40,34.9,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,7.7,8.5,150.5,160,23.3,26,500.0,500,81.6,100,58.3,80,21.7,40,37.3,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,7.6,8.5,138.9,160,22.1,26,500.0,500,84.5,100,51.1,80,20.3,40,38.9,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,6.4,8.5,120.3,160,24.1,26,500.0,500,90.1,100,61.0,80,21.3,40,35.2,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,5.8,8.5,135.3,160,23.4,26,500.0,500,97.9,100,61.5,80,34.5,40,39.2,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,5.8,8.5,137.5,160,25.8,26,500.0,500,81.0,100,75.5,80,33.0,40,37.0,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,5.6,8.5,152.0,160,22.8,26,500.0,500,95.9,100,42.7,80,33.2,40,35.5,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,7.4,8.5,147.0,160,22.3,26,500.0,500,89.6,100,76.1,80,37.5,40,27.9,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,5.4,8.5,152.8,160,22.2,26,500.0,500,97.2,100,40.9,80,27.5,40,26.6,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,6.5,8.5,138.1,160,23.6,26,500.0,500,97.6,100,46.7,80,20.5,40,30.6,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,5.2,8.5,142.5,160,22.4,26,500.0,500,99.0,100,53.3,80,27.0,40,30.0,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,6.5,8.5,133.6,160,22.2,26,500.0,500,82.9,100,44.9,80,38.9,40,34.4,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,8.1,8.5,146.4,160,24.2,26,500.0,500,81.8,100,73.8,80,38.4,40,34.9,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,7.9,8.5,151.0,160,22.6,26,500.0,500,87.0,100,60.9,80,31.9,40,39.3,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,5.2,8.5,147.8,160,25.0,26,500.0,500,82.4,100,66.2,80,30.2,40,25.2,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,6.7,8.5,152.7,160,25.3,26,500.0,500,95.4,100,58.2,80,39.0,40,30.0,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,7.7,8.5,147.0,160,25.9,26,500.0,500,82.2,100,79.1,80,34.4,40,21.8,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,6.6,8.5,122.9,160,24.2,26,500.0,500,87.3,100,65.0,80,22.8,40,35.3,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,7.1,8.5,147.7,160,24.6,26,500.0,500,83.3,100,62.3,80,25.1,40,24.6,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,7.2,8.5,151.7,160,22.3,26,500.0,500,99.4,100,66.2,80,28.8,40,34.1,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,5.6,8.5,139.5,160,24.8,26,500.0,500,97.4,100,55.1,80,34.5,40,32.7,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,7.0,8.5,156.1,160,25.2,26,500.0,500,88.8,100,71.7,80,25.7,40,24.0,40
